Order ID,Cust ID,Gender,Age,Age-Group,Month,Status,Channel ,Category,Size,Qty,Amount,ship-city,ship-state
406-4517240-8425922,4517240,Men,30,Senior,Oct,Delivered,Flipkart,Set,XL,1,1299,BENGALURU,KARNATAKA
407-4873520-2483539,4873520,Women,27,Teen,Oct,Delivered,Amazon,Kurta,XS,1,399,HYDERABAD,TELANGANA
404-6586145-3086740,6586145,Men,26,Teen,Oct,Delivered,Myntra,Set,XS,1,654,LUCKNOW,UTTAR PRADESH
408-4380501-8767501,4380501,Women,45,Senior,Oct,Delivered,Flipkart,Set,S,1,799,AURAD,KARNATAKA
171-0099047-8153938,99047,Women,31,Senior,Oct,Delivered,Flipkart,Set,XXL,1,664,RAIPUR,CHHATTISGARH
171-5366679-1599557,5366679,Women,46,Senior,Oct,Delivered,Myntra,Set,XS,1,1133,CUDDALORE,TAMIL NADU
404-7233035-6137141,7233035,Men,43,Senior,Oct,Cancelled,Amazon,Western,XL,1,1091,SRINIVASPUR,KARNATAKA
405-4265160-5525131,4265160,Men,42,Senior,Oct,Delivered,Flipkart,Set,XL,1,579,PANVEL,MAHARASHTRA
171-4114101-3118763,4114101,Women,23,Teen,Oct,Delivered,Ajio,Top,M,1,599,NEW DELHI,DELHI
406-7505617-5321905,7505617,Women,46,Senior,Oct,Delivered,Nalli,Kurta,XL,1,435,NAGDA,MADHYA PRADESH
406-7505617-5321905,7505617,Women,33,Senior,Oct,Delivered,Amazon,Set,L,1,846,HYDERABAD,TELANGANA
406-1127090-1931509,1127090,Women,45,Senior,Oct,Delivered,Amazon,Kurta,M,1,424,GUWAHATI,ASSAM
171-2899135-6539516,2899135,Men,26,Teen,Oct,Returned,Amazon,Set,L,1,922,KATIHAR,BIHAR
407-4872363-6505123,4872363,Men,45,Senior,Oct,Cancelled,Flipkart,Western,S,1,1399,BALLY,WEST BENGAL
402-7100821-7494723,7100821,Women,25,Teen,Oct,Delivered,Myntra,Kurta,L,1,431,COIMBATORE,TAMIL NADU
403-7803071-3733955,7803071,Women,39,Senior,Oct,Delivered,Flipkart,Set,XL,1,496,ONGOLE,ANDHRA PRADESH
403-6345852-7121148,6345852,Women,45,Senior,Oct,Delivered,Flipkart,Set,XXL,1,788,KOTA,RAJASTHAN
407-6842585-5394764,6842585,Men,48,Senior,Oct,Delivered,Ajio,Western,XXL,1,771,RAXAUL BAZAR,BIHAR
407-3187453-5542766,3187453,Women,42,Senior,Oct,Delivered,Flipkart,Kurta,XL,1,517,JATANI,ODISHA
404-8180425-4190737,8180425,Women,28,Teen,Oct,Delivered,Myntra,Kurta,L,1,259,LANKA,ASSAM
403-6550884-1505904,6550884,Women,67,Adult,Oct,Delivered,Others,Kurta,XL,1,376,NEW DELHI,DELHI
405-1298401-3315532,1298401,Men,63,Adult,Oct,Delivered,Myntra,Set,XXL,1,698,LUCKNOW,UTTAR PRADESH
402-0755753-8326704,755753,Women,42,Senior,Oct,Delivered,Nalli,Kurta,XXL,1,635,BELAGAVI,KARNATAKA
407-9901996-2973102,9901996,Men,65,Adult,Oct,Delivered,Ajio,Set,L,1,792,LUCKNOW,UTTAR PRADESH
402-4823334-4102741,4823334,Women,35,Senior,Oct,Cancelled,Amazon,Kurta,M,1,301,VELLORE,TAMIL NADU
403-5710054-4579543,5710054,Women,43,Senior,Oct,Delivered,Flipkart,Kurta,L,1,376,PANIPAT,HARYANA
171-1681815-8743537,1681815,Women,26,Teen,Oct,Delivered,Flipkart,Kurta,XL,1,544,CHENNAI,TAMIL NADU
403-1142906-2512305,1142906,Women,72,Adult,Oct,Delivered,Nalli,Set,S,1,856,NEW DELHI,DELHI
405-8089359-5348348,8089359,Men,48,Senior,Oct,Delivered,Amazon,Ethnic Dress,XL,1,1449,NOIDA,UTTAR PRADESH
407-9448315-4957921,9448315,Women,62,Adult,Oct,Delivered,Others,Kurta,XS,1,342,SOUTH GOA,goa
406-9885150-7845162,9885150,Women,35,Senior,Oct,Delivered,Myntra,Set,S,1,909,JAIPUR,RAJASTHAN
402-7610320-2713935,7610320,Women,28,Teen,Oct,Delivered,Meesho,Set,XL,1,792,MOHALI,PUNJAB
408-3024186-7047537,3024186,Women,26,Teen,Oct,Delivered,Amazon,Set,L,1,969,HYDERABAD,TELANGANA
407-2002192-7944312,2002192,Women,29,Teen,Oct,Delivered,Ajio,Set,L,1,618,RAJAHMUNDRY,ANDHRA PRADESH
407-1411653-5181962,1411653,Men,39,Senior,Oct,Returned,Flipkart,Set,XS,1,568,MUMBAI,MAHARASHTRA
408-6056033-7755524,6056033,Women,41,Senior,Oct,Delivered,Amazon,Top,XL,1,267,SHIMOGA,KARNATAKA
407-1929196-8761153,1929196,Men,33,Senior,Oct,Cancelled,Amazon,Kurta,XL,1,379,PORT BLAIR,ANDAMAN & NICOBAR 
407-8741961-8514720,8741961,Men,64,Adult,Oct,Delivered,Amazon,Kurta,XL,1,764,LUCKNOW,UTTAR PRADESH
407-8332629-7691511,8332629,Men,32,Senior,Oct,Delivered,Amazon,Set,L,1,698,THANE,MAHARASHTRA
404-1558173-0214747,1558173,Men,48,Senior,Oct,Returned,Flipkart,Set,XXL,1,567,MAHESANA,GUJARAT
402-7440192-0747523,7440192,Men,43,Senior,Oct,Returned,Myntra,Kurta,XXL,1,544,GWALIOR,MADHYA PRADESH
403-0137392-1413904,137392,Men,31,Senior,Oct,Delivered,Flipkart,Set,M,1,635,BENGALURU,KARNATAKA
407-0355604-8792340,355604,Men,47,Senior,Oct,Delivered,Amazon,Kurta,XXL,1,405,THRISSUR,KERALA
404-9312519-2953929,9312519,Men,36,Senior,Oct,Delivered,Ajio,Top,XL,1,545,NAGPUR,MAHARASHTRA
402-0626064-6084350,626064,Men,37,Senior,Oct,Cancelled,Amazon,Kurta,XL,1,325,"IRITTY,KANNUR",KERALA
407-3624637-5041108,3624637,Women,19,Teen,Oct,Delivered,Amazon,Top,XL,1,464,BENGALURU,KARNATAKA
403-6411590-5750749,6411590,Women,34,Senior,Oct,Delivered,Amazon,Kurta,S,1,345,HYDERABAD,TELANGANA
404-8435632-7577163,8435632,Women,22,Teen,Oct,Delivered,Flipkart,Kurta,L,1,399,SILCHAR,ASSAM
403-9378804-0789104,9378804,Women,31,Senior,Oct,Delivered,Flipkart,Kurta,XL,1,269,JAIPUR,RAJASTHAN
406-9476790-8787551,9476790,Men,67,Adult,Oct,Cancelled,Nalli,Western,XL,1,776,PANCHLA,WEST BENGAL
402-7657456-6146715,7657456,Women,35,Senior,Oct,Delivered,Amazon,Kurta,M,1,486,MANDIDEEP,MADHYA PRADESH
405-7911124-9415505,7911124,Women,35,Senior,Oct,Delivered,Myntra,Set,XL,1,1099,BENGALURU,KARNATAKA
407-8548056-6694735,8548056,Women,46,Senior,Oct,Delivered,Flipkart,Kurta,M,1,499,KARIMGANJ,ASSAM
405-8874896-2049133,8874896,Men,21,Teen,Oct,Delivered,Flipkart,Set,XS,1,1173,NOIDA,UTTAR PRADESH
405-9368312-9078761,9368312,Women,27,Teen,Oct,Delivered,Myntra,Kurta,L,1,399,ROURKELA,ODISHA
407-7011061-3042734,7011061,Women,26,Teen,Oct,Delivered,Amazon,Kurta,XL,1,422,VISAKHAPATNAM,ANDHRA PRADESH
403-7146505-0884328,7146505,Women,25,Teen,Oct,Delivered,Ajio,Top,XXL,1,599,CHANDRUGONDA,TELANGANA
404-9972035-9476321,9972035,Men,49,Senior,Oct,Cancelled,Flipkart,Ethnic Dress,M,1,744,BHUBANESWAR,ODISHA
404-0692909-2727534,692909,Men,59,Adult,Oct,Returned,Flipkart,Set,XL,1,1186,ZARUGUMILLI,ANDHRA PRADESH
403-8610220-3633963,8610220,Women,25,Teen,Oct,Delivered,Flipkart,Top,M,1,498,SONIPAT,HARYANA
402-8122747-0393909,8122747,Women,20,Teen,Oct,Delivered,Amazon,Kurta,XL,1,530,BENGALURU,KARNATAKA
403-3777977-9946757,3777977,Women,60,Adult,Oct,Delivered,Myntra,Top,M,1,518,BILASPUR,CHHATTISGARH
403-4185479-4257919,4185479,Women,26,Teen,Oct,Delivered,Ajio,Set,L,1,802,JAIPUR,RAJASTHAN
402-0912390-5821961,912390,Women,76,Adult,Oct,Delivered,Myntra,Top,S,1,531,LUCKNOW,UTTAR PRADESH
171-5750117-2857942,5750117,Women,31,Senior,Oct,Delivered,Myntra,Saree,Free,1,764,BANGALORE,KARNATAKA
402-6262442-8491544,6262442,Women,18,Teen,Oct,Delivered,Myntra,Kurta,M,1,301,KOLKATA,WEST BENGAL
408-4843663-2881118,4843663,Men,23,Teen,Oct,Cancelled,Myntra,Western,M,1,807,BENGALURU,KARNATAKA
407-0114320-7272372,114320,Women,27,Teen,Oct,Delivered,Flipkart,Kurta,XL,1,424,MUMBAI,MAHARASHTRA
402-9796696-0207544,9796696,Men,36,Senior,Oct,Delivered,Myntra,Set,XL,1,782,VASAI VIRAR,MAHARASHTRA
406-9898912-9600325,9898912,Women,20,Teen,Oct,Delivered,Flipkart,Kurta,L,1,335,ETAWAH,UTTAR PRADESH
407-4310740-1265952,4310740,Women,67,Adult,Oct,Delivered,Amazon,Set,L,1,747,PUDUCHERRY,PUDUCHERRY
405-7580202-3129933,7580202,Women,48,Senior,Oct,Delivered,Nalli,Set,XXL,1,1152,GREATER NOIDA,UTTAR PRADESH
406-8853977-3210705,8853977,Women,39,Senior,Oct,Delivered,Amazon,Set,XL,1,1129,KHAIRA BARI,ASSAM
403-8588850-2729105,8588850,Men,46,Senior,Oct,Cancelled,Amazon,Western,XL,1,725,MEERUT,UTTAR PRADESH
404-0259182-7385127,259182,Women,36,Senior,Oct,Returned,Amazon,Kurta,XL,1,517,GHAZIABAD,UTTAR PRADESH
405-8172537-4689939,8172537,Men,41,Senior,Oct,Delivered,Amazon,Western,XL,1,735,THANE,MAHARASHTRA
405-8172537-4689939,8172537,Women,47,Senior,Oct,Delivered,Flipkart,Set,M,1,635,MORBI,GUJARAT
407-8441367-2294719,8441367,Men,26,Teen,Oct,Delivered,Myntra,Set,S,1,1297,SHIMLA,HIMACHAL PRADESH
408-0176428-8467506,176428,Women,47,Senior,Oct,Delivered,Myntra,Set,S,1,931,NEW DELHI,DELHI
171-7717706-6545917,7717706,Women,49,Senior,Oct,Delivered,Ajio,Set,M,1,759,PUNE,MAHARASHTRA
406-7868806-1650717,7868806,Women,45,Senior,Oct,Delivered,Myntra,Top,L,1,1039,ALMORA,UTTARAKHAND
171-5820287-5303561,5820287,Women,43,Senior,Oct,Delivered,Ajio,Kurta,XL,1,688,CHENNAI,TAMIL NADU
403-9741800-5819553,9741800,Women,30,Senior,Oct,Delivered,Myntra,Kurta,XL,1,517,SILLOD,MAHARASHTRA
407-0791618-9361133,791618,Men,29,Teen,Oct,Cancelled,Amazon,Set,M,1,545,MUMBAI,MAHARASHTRA
403-7495401-0764342,7495401,Men,36,Senior,Oct,Cancelled,Others,Ethnic Dress,S,1,546,HYDERABAD,TELANGANA
404-4981903-1518742,4981903,Women,29,Teen,Oct,Delivered,Amazon,Saree,Free,1,635,SILIGURI,WEST BENGAL
407-4044062-9733110,4044062,Men,42,Senior,Oct,Cancelled,Amazon,Western,L,1,744,PUNE,MAHARASHTRA
403-4831900-3941118,4831900,Men,26,Teen,Oct,Cancelled,Ajio,Western,L,1,743,KOZHIKODE,KERALA
403-3033222-9834752,3033222,Women,31,Senior,Oct,Delivered,Flipkart,Set,L,1,1338,BALLIA,UTTAR PRADESH
406-1512883-7585108,1512883,Women,45,Senior,Oct,Delivered,Myntra,Set,L,1,529,BENGALURU,KARNATAKA
407-3484078-1174741,3484078,Men,39,Senior,Oct,Delivered,Amazon,Set,M,1,984,BENGALURU,KARNATAKA
407-1108004-8829901,1108004,Men,62,Adult,Oct,Delivered,Flipkart,Western,M,1,735,SAMBALPUR,ODISHA
171-2621999-6061140,2621999,Women,39,Senior,Oct,Delivered,Myntra,Kurta,L,1,399,COIMBATORE,TAMIL NADU
406-4326061-5546766,4326061,Women,68,Adult,Oct,Delivered,Nalli,Set,L,1,612,GHAZIABAD,UTTAR PRADESH
171-5136408-2023508,5136408,Men,21,Teen,Oct,Delivered,Myntra,Set,S,1,1065,NEW DELHI,DELHI
408-9706325-0101931,9706325,Women,62,Adult,Oct,Delivered,Myntra,Kurta,XXL,1,387,VASCO DA GAMA,GOA
408-4067480-2993100,4067480,Women,51,Adult,Oct,Delivered,Amazon,Kurta,XL,1,352,MUMBAI,MAHARASHTRA
404-9512559-8996340,9512559,Women,31,Senior,Oct,Delivered,Flipkart,Kurta,M,1,352,VASAI VIRAR,MAHARASHTRA
402-2413855-0618702,2413855,Women,34,Senior,Oct,Delivered,Amazon,Kurta,S,1,363,MUMBAI,MAHARASHTRA
402-5547944-7645953,5547944,Women,45,Senior,Oct,Delivered,Amazon,Kurta,XL,1,363,CHENNAI,TAMIL NADU
402-5547944-7645953,5547944,Men,33,Senior,Oct,Delivered,Myntra,Set,M,1,455,BENGALURU,KARNATAKA
407-0504438-2024329,504438,Men,25,Teen,Oct,Cancelled,Amazon,Western,S,1,1168,CHHINDWARA,MADHYA PRADESH
405-4016197-7084310,4016197,Men,54,Adult,Oct,Delivered,Amazon,Set,S,1,650,BENGALURU,KARNATAKA
404-4209955-2326722,4209955,Men,77,Adult,Oct,Delivered,Flipkart,Set,L,1,1126,BENGALURU,KARNATAKA
402-9257889-5093156,9257889,Women,48,Senior,Oct,Delivered,Amazon,Set,L,1,1079,NAWADA,BIHAR
403-3250527-2139532,3250527,Women,69,Adult,Oct,Delivered,Flipkart,Kurta,M,1,635,VIZIANAGARAM,ANDHRA PRADESH
402-7487456-7382731,7487456,Women,18,Teen,Oct,Delivered,Myntra,Set,M,1,635,KOLKATA,WEST BENGAL
171-4080807-0210765,4080807,Men,40,Senior,Oct,Delivered,Flipkart,Set,M,1,478,NEW DELHI,DELHI
404-9990602-5797161,9990602,Men,36,Senior,Oct,Delivered,Myntra,Western,L,1,735,SANGAMNER,MAHARASHTRA
404-0921791-5774735,921791,Men,22,Teen,Oct,Delivered,Ajio,Set,XL,1,791,DELHI,DELHI
404-0921791-5774735,921791,Women,33,Senior,Oct,Delivered,Amazon,Set,S,1,788,VIJAYAWADA,ANDHRA PRADESH
404-3944272-9360358,3944272,Women,24,Teen,Oct,Delivered,Amazon,Top,XXL,1,463,DHANBAD,JHARKHAND
408-1896213-3899560,1896213,Women,47,Senior,Oct,Returned,Flipkart,Saree,Free,1,969,VINDHYA NAGAR NTPC TOWNSHIP,MADHYA PRADESH
406-8160757-0481949,8160757,Men,23,Teen,Oct,Refunded,Myntra,Set,XXL,1,464,HIMMATNAGAR,GUJARAT
404-1614581-6008307,1614581,Women,47,Senior,Oct,Delivered,Nalli,Kurta,L,1,729,AMRITSAR,Punjab
404-4322712-0144357,4322712,Women,37,Senior,Oct,Delivered,Amazon,Kurta,S,1,449,YELAMANCHILI,ANDHRA PRADESH
406-3852429-4446764,3852429,Women,47,Senior,Oct,Delivered,Amazon,Kurta,S,1,348,BENGALURU,KARNATAKA
408-5178812-0436362,5178812,Women,59,Adult,Oct,Delivered,Amazon,Top,XL,1,490,CHENNAI,TAMIL NADU
403-1047940-6771503,1047940,Men,24,Teen,Oct,Delivered,Myntra,Set,XL,1,969,DIMAPUR,NAGALAND
404-5814390-9258705,5814390,Men,43,Senior,Oct,Delivered,Amazon,Set,M,1,832,GUWAHATI,ASSAM
407-5913566-5608361,5913566,Men,61,Adult,Oct,Delivered,Flipkart,Set,XL,1,635,PUNE,MAHARASHTRA
403-9878858-9596345,9878858,Women,39,Senior,Oct,Delivered,Flipkart,Set,L,1,569,BIKANER,RAJASTHAN
171-8547981-6630726,8547981,Men,57,Adult,Oct,Cancelled,Amazon,Ethnic Dress,XL,1,744,MUMBAI,MAHARASHTRA
407-8311406-2116343,8311406,Men,26,Teen,Oct,Delivered,Myntra,Western,XL,1,473,BAGRU,RAJASTHAN
404-0847500-6047554,847500,Women,76,Adult,Oct,Delivered,Flipkart,Set,L,1,763,HYDERABAD,TELANGANA
403-3614541-5598701,3614541,Men,24,Teen,Oct,Delivered,Amazon,Ethnic Dress,S,1,791,THANE,MAHARASHTRA
404-6343488-8969111,6343488,Women,30,Senior,Oct,Delivered,Amazon,Kurta,XL,1,487,MUMBAI,MAHARASHTRA
407-1145953-3325116,1145953,Women,38,Senior,Oct,Cancelled,Amazon,Kurta,XL,1,292,HYDERABAD,TELANGANA
407-7408385-6735521,7408385,Women,20,Teen,Oct,Delivered,Amazon,Kurta,S,1,329,BENGALURU,KARNATAKA
407-9764849-8353913,9764849,Women,20,Teen,Oct,Delivered,Flipkart,Kurta,XL,1,736,MUMBAI,MAHARASHTRA
402-7762025-8916348,7762025,Women,43,Senior,Oct,Delivered,Amazon,Kurta,XXL,1,308,BENGALURU,KARNATAKA
405-7026559-9641144,7026559,Women,46,Senior,Oct,Delivered,Ajio,Top,S,1,749,NEW DELHI,DELHI
408-6908529-4934744,6908529,Women,28,Teen,Oct,Delivered,Amazon,Set,XXL,1,568,KOLKATA,WEST BENGAL
402-7098136-8078763,7098136,Women,28,Teen,Oct,Delivered,Ajio,Set,XXL,1,548,BENGALURU,KARNATAKA
402-9794993-0705148,9794993,Women,43,Senior,Oct,Delivered,Flipkart,Set,M,1,496,NAGAUR,RAJASTHAN
407-9410239-6081101,9410239,Women,36,Senior,Oct,Delivered,Amazon,Kurta,L,1,764,NEW DELHI,DELHI
408-8422444-6945955,8422444,Men,41,Senior,Oct,Delivered,Amazon,Western,XL,1,825,COIMBATORE,TAMIL NADU
405-3582179-3235517,3582179,Women,57,Adult,Oct,Delivered,Others,Kurta,XXL,1,666,THIRUVANANTHAPURAM,KERALA
406-4346856-4819547,4346856,Men,33,Senior,Oct,Delivered,Amazon,Set,XL,1,666,CHENNAI,TAMIL NADU
403-3433402-9595516,3433402,Men,39,Senior,Oct,Delivered,Amazon,Set,M,1,922,SEDAM,KARNATAKA
407-2252197-7465936,2252197,Men,62,Adult,Oct,Delivered,Myntra,Kurta,XXL,1,295,HYDERABAD,TELANGANA
407-6742401-7084321,6742401,Men,22,Teen,Oct,Delivered,Nalli,Set,XXL,1,854,PORT BLAIR / SOUTH ANDAMAN,ANDAMAN & NICOBAR 
406-6860051-7389112,6860051,Men,22,Teen,Oct,Delivered,Amazon,Western,L,1,725,MUMBAI,MAHARASHTRA
406-6860051-7389112,6860051,Men,75,Adult,Oct,Delivered,Meesho,Western,S,1,588,VISAKHAPATNAM,ANDHRA PRADESH
407-0901504-2406745,901504,Men,34,Senior,Oct,Delivered,Ajio,Set,XXL,1,835,YERRABALEM,TELANGANA
403-0176494-4944365,176494,Men,22,Teen,Oct,Delivered,Flipkart,Kurta,XXL,1,486,PIRANGUT,MAHARASHTRA
406-0757722-3932333,757722,Men,39,Senior,Oct,Delivered,Others,Top,XXL,1,550,HISAR,HARYANA
407-3592998-7652357,3592998,Men,46,Senior,Oct,Delivered,Amazon,Set,XL,1,464,SALEM,TAMIL NADU
407-3293343-9533150,3293343,Women,56,Adult,Oct,Delivered,Flipkart,Set,L,1,666,BHUBANESWAR,ODISHA
407-3492180-8641914,3492180,Men,28,Teen,Oct,Delivered,Nalli,Kurta,XL,1,709,MUMBAI,MAHARASHTRA
407-1390938-2769921,1390938,Men,32,Senior,Oct,Delivered,Myntra,Kurta,L,1,459,HYDERABAD,TELANGANA
402-8819438-3932319,8819438,Men,73,Adult,Oct,Returned,Ajio,Blouse,M,1,665,RANCHI,JHARKHAND
402-9005367-4295569,9005367,Men,40,Senior,Oct,Delivered,Flipkart,Saree,Free,1,399,PALWANCHA,TELANGANA
171-1622706-9620348,1622706,Men,36,Senior,Oct,Delivered,Ajio,Ethnic Dress,M,1,855,JAIPUR,RAJASTHAN
406-4941088-2343522,4941088,Women,71,Adult,Oct,Delivered,Others,Set,S,1,597,TEZPUR,ASSAM
406-4941088-2343522,4941088,Men,42,Senior,Oct,Delivered,Amazon,Western,S,1,1168,PALAKKAD,KERALA
171-3961106-2189146,3961106,Women,54,Adult,Oct,Delivered,Others,Set,XXL,1,635,THANE,MAHARASHTRA
407-2439944-6108364,2439944,Women,42,Senior,Oct,Delivered,Flipkart,Saree,Free,1,666,BHOPAL,MADHYA PRADESH
407-5915828-7878766,5915828,Women,48,Senior,Oct,Delivered,Flipkart,Kurta,S,1,491,HUBBALLI,KARNATAKA
171-2466684-6854763,2466684,Women,43,Senior,Oct,Delivered,Myntra,Set,M,1,791,GUWAHATI,ASSAM
171-9553161-6527536,9553161,Women,45,Senior,Oct,Delivered,Nalli,Set,M,1,635,MYSURU,KARNATAKA
403-6976074-5281135,6976074,Women,63,Adult,Oct,Delivered,Myntra,Set,XXL,1,999,JAIPUR,RAJASTHAN
171-7335997-7918722,7335997,Women,71,Adult,Oct,Delivered,Amazon,Kurta,S,1,316,KONDOTTY,KERALA
171-6648982-0798749,6648982,Women,62,Adult,Oct,Delivered,Flipkart,Kurta,L,1,729,SUPAUL,BIHAR
402-9720670-2233169,9720670,Women,42,Senior,Oct,Delivered,Nalli,Saree,Free,1,353,BHUBANESWAR,ODISHA
402-6889837-8313139,6889837,Women,27,Teen,Oct,Delivered,Ajio,Set,XS,1,984,IDAR,GUJARAT
402-8764819-3937102,8764819,Women,45,Senior,Oct,Delivered,Flipkart,Kurta,XXL,1,399,BENGALURU,KARNATAKA
403-9107146-4775563,9107146,Women,34,Senior,Oct,Delivered,Meesho,Kurta,XXL,1,419,NELLORE,ANDHRA PRADESH
406-9340243-5757138,9340243,Women,58,Adult,Oct,Delivered,Nalli,Kurta,XL,1,449,GURGAON,HARYANA
406-9340243-5757138,9340243,Women,31,Senior,Oct,Delivered,Flipkart,Kurta,XXL,1,342,NELLORE,ANDHRA PRADESH
406-9340243-5757138,9340243,Women,19,Teen,Oct,Delivered,Myntra,Top,XS,1,518,BARRACKPORE,WEST BENGAL
403-2655727-8608329,2655727,Women,52,Adult,Oct,Delivered,Amazon,Set,M,1,635,MUMBAI,MAHARASHTRA
405-4075478-0401156,4075478,Women,43,Senior,Oct,Delivered,Flipkart,Kurta,M,1,435,MUMBAI,MAHARASHTRA
171-3590667-7109122,3590667,Women,72,Adult,Oct,Delivered,Nalli,Kurta,XL,1,587,HYDERABAD,TELANGANA
403-0514204-4605929,514204,Women,50,Adult,Oct,Delivered,Myntra,Set,XXL,1,450,GHAZIABAD,UTTAR PRADESH
403-4406261-4756366,4406261,Men,29,Teen,Oct,Delivered,Flipkart,Set,L,1,988,NEW DELHI,DELHI
406-2114105-7958754,2114105,Women,25,Teen,Oct,Delivered,Myntra,Set,XL,1,591,HYDERABAD,TELANGANA
402-4976399-8849956,4976399,Women,45,Senior,Oct,Delivered,Flipkart,Set,L,1,792,LUCKNOW,UTTAR PRADESH
404-1116044-8297149,1116044,Women,39,Senior,Oct,Delivered,Myntra,Set,M,1,799,NORTH LAKHIMPUR,ASSAM
405-1826037-6206769,1826037,Women,36,Senior,Oct,Delivered,Flipkart,Kurta,XL,1,316,HYDERABAD,TELANGANA
407-1635061-4573942,1635061,Women,41,Senior,Oct,Delivered,Meesho,Kurta,XXL,1,749,HYDERABAD,TELANGANA
171-9180614-1173168,9180614,Men,18,Teen,Oct,Delivered,Amazon,Western,XL,1,690,NEW DELHI,DELHI
171-4176356-2941949,4176356,Women,32,Senior,Oct,Delivered,Amazon,Set,M,1,1036,HYDERABAD,TELANGANA
404-5798780-8233932,5798780,Women,39,Senior,Oct,Delivered,Myntra,Kurta,XS,1,517,TIRUCHIRAPPALLI,TAMIL NADU
171-8492966-3951512,8492966,Women,67,Adult,Oct,Delivered,Flipkart,Set,M,1,832,BENGALURU,KARNATAKA
407-2103967-9718705,2103967,Women,27,Teen,Oct,Delivered,Meesho,Kurta,XL,1,544,BHUBANESWAR,ODISHA
171-5757863-4977124,5757863,Women,34,Senior,Oct,Delivered,Flipkart,Kurta,XS,1,435,NANDYAL,ANDHRA PRADESH
402-0570938-8042761,570938,Men,72,Adult,Oct,Delivered,Amazon,Set,XXL,1,1125,KADIPUR,UTTAR PRADESH
403-0861786-5948339,861786,Men,23,Teen,Oct,Delivered,Flipkart,Set,XS,1,969,UDUPI,KARNATAKA
403-2568352-6625948,2568352,Women,18,Teen,Oct,Returned,Myntra,Kurta,XL,1,487,HAMIRPUR,HIMACHAL PRADESH
408-1430314-0597907,1430314,Men,23,Teen,Oct,Returned,Amazon,Set,L,1,832,BENGALURU,KARNATAKA
404-4638036-2960328,4638036,Women,20,Teen,Oct,Returned,Myntra,Kurta,XXL,1,399,JAIPUR,RAJASTHAN
402-4464162-6977908,4464162,Men,21,Teen,Oct,Delivered,Amazon,Set,XL,1,788,MUMBAI,MAHARASHTRA
171-2142405-6085910,2142405,Men,51,Adult,Oct,Delivered,Myntra,Western,M,1,771,BENGALURU,KARNATAKA
402-3366307-6810719,3366307,Women,46,Senior,Oct,Delivered,Others,Set,XXL,1,786,PIMPRI CHINCHWAD,MAHARASHTRA
406-8742413-2682733,8742413,Women,50,Adult,Oct,Delivered,Amazon,Set,S,1,799,NEW DELHI,DELHI
407-0189968-1167529,189968,Women,22,Teen,Oct,Refunded,Amazon,Kurta,M,1,353,VISAKHAPATNAM,ANDHRA PRADESH
407-0189968-1167529,189968,Women,30,Senior,Oct,Delivered,Amazon,Set,M,1,612,DELHI,DELHI
408-5650408-5373914,5650408,Women,28,Teen,Oct,Delivered,Myntra,Set,S,1,1068,NASHIK,MAHARASHTRA
405-5147544-7929152,5147544,Women,47,Senior,Oct,Returned,Flipkart,Set,XL,1,674,CHANDIGARH,CHANDIGARH
405-8141855-6225919,8141855,Women,29,Teen,Oct,Delivered,Amazon,Kurta,XL,1,353,VISAKHAPATNAM,ANDHRA PRADESH
402-5503305-3003552,5503305,Men,75,Adult,Oct,Delivered,Amazon,Set,S,1,1199,DEHRADUN,UTTARAKHAND
406-5782819-6344315,5782819,Women,58,Adult,Oct,Returned,Amazon,Set,M,1,646,RANGPO,SIKKIM
171-1770307-9199500,1770307,Women,35,Senior,Oct,Delivered,Flipkart,Kurta,XL,1,376,CHENNAI,TAMIL NADU
405-9228852-4178721,9228852,Men,39,Senior,Oct,Delivered,Myntra,Bottom,XXL,1,518,ALDONA,GOA
408-3070750-4449140,3070750,Women,31,Senior,Oct,Delivered,Myntra,Kurta,L,1,292,ALLAHABAD,UTTAR PRADESH
408-6051352-1828307,6051352,Men,45,Senior,Oct,Delivered,Myntra,Set,XS,1,799,DEVANAHALLI,KARNATAKA
408-9337200-9034762,9337200,Men,38,Senior,Oct,Delivered,Flipkart,Set,XS,1,1442,NEW DELHI,DELHI
406-4820273-9614740,4820273,Women,31,Senior,Oct,Delivered,Flipkart,Set,XXL,1,999,CHENNAI,TAMIL NADU
408-8447307-7573113,8447307,Men,37,Senior,Oct,Delivered,Amazon,Set,S,1,499,SAHARANPUR,UTTAR PRADESH
406-8987543-2369135,8987543,Women,36,Senior,Oct,Delivered,Amazon,Kurta,S,1,521,BENGALURU,KARNATAKA
406-3537593-8722737,3537593,Women,61,Adult,Oct,Delivered,Amazon,Set,XL,1,546,NEW DELHI,DELHI
408-3193444-4668340,3193444,Women,24,Teen,Oct,Delivered,Myntra,Set,XL,1,612,HYDERABAD,TELANGANA
404-0358091-0579554,358091,Men,27,Teen,Oct,Returned,Nalli,Set,M,1,1268,HYDERABAD,TELANGANA
171-4122508-5822731,4122508,Women,33,Senior,Oct,Cancelled,Ajio,Set,M,1,824,LUCKNOW,UTTAR PRADESH
171-9726183-9658732,9726183,Men,27,Teen,Oct,Delivered,Myntra,Western,XXL,1,659,JABALPUR,MADHYA PRADESH
407-3204474-1540365,3204474,Women,51,Adult,Oct,Delivered,Amazon,Set,L,1,702,BENGALURU,KARNATAKA
